date,close,high,low,open,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
2024-11-07,1294.4710693359375,1312.66393271805,1291.4471349781516,1312.66393271805,9611974,RELIANCE.NS,3,-28.330465722433473,1369.6973133351291,1287.810071918777,37.17801655593138,-99.03828376958913,39.82143632836829,1357.5206705729167,1416.029237874349
2024-11-07,827.7589111328125,830.4552413269911,815.3367846280997,829.1070762299017,15283847,SBIN.NS,3,12.408339812318445,827.6497110064942,741.4282553020995,59.06468928314185,212.4542965673027,31.381225660301016,777.4620422363281,775.1276641845703
2024-11-07,3887.0419921875,3938.45210343992,3825.377979126114,3904.647217549281,3724349,TCS.NS,3,-44.7208719887667,3921.8641408193675,3698.4576365243825,48.79078318517311,11.129007901145833,6.683005162233929,3868.1341471354167,4012.5025960286457
2024-11-08,1159.9586181640625,1166.7528604431186,1150.1170534539897,1155.0128937463028,3786168,AXISBANK.NS,4,-7.677480707429822,1198.4848855247344,1133.472157932297,47.33823419679864,-61.67214771464459,24.588759186006445,1174.0449666341146,1185.7899230957032
2024-11-08,851.4432983398438,855.0103373353861,847.2696873607207,850.2543248355499,19902986,HDFCBANK.NS,4,7.8939571825669645,863.9987608003792,811.3201356839959,56.52454700190579,82.70384806566231,21.312913926459444,829.6595967610677,819.3331146240234
2024-11-08,2437.45458984375,2444.793147696757,2398.1863642528074,2414.3698717211782,1700877,HINDUNILVR.NS,4,-74.3607507632255,2711.0642095668895,2307.8662591831103,39.329910887726506,-85.79016861751936,44.90560602871643,2587.328653971354,2665.906298828125
2024-11-08,1249.2109375,1265.2373008714958,1243.108003939261,1260.2755859661174,11195808,ICICIBANK.NS,4,7.25587027271763,1316.2878657615086,1208.947217246304,50.65962287785845,-14.90381599498312,2.161013220487138,1256.2549682617187,1245.6798950195312
2024-11-08,1739.704345703125,1749.829154713953,1723.7329222391422,1728.3437169759088,4210960,INFY.NS,4,-22.202218264170597,1856.9928384906023,1637.129671275023,49.95786941325354,-44.28434676241303,10.258578461887046,1765.9179931640624,1780.0732523600261
2024-11-08,424.2771911621094,426.6291112785613,421.215264855626,424.1440614854824,6325023,ITC.NS,4,-4.701740017090913,442.7583528858091,418.90472389641747,44.56403717294794,-94.89275920665233,37.56736708612018,437.0175313313802,444.2685455322266
2024-11-08,3591.399658203125,3597.973491503036,3552.4958741875826,3571.8741061093674,1622142,LT.NS,4,13.566117370085976,3665.1850123328104,3260.9241673546894,53.555012766344994,101.53379785880027,5.874563468331295,3468.357039388021,3529.5529907226564
2024-11-08,1272.7584228515625,1290.505185727704,1264.0833410989228,1286.5394340693545,19814406,RELIANCE.NS,4,-29.80270916720133,1369.6013601544391,1279.1466623064985,35.160712694090876,-137.1453141419024,49.57881592076799,1350.4418009440103,1413.1680257161458
2024-11-08,811.9183349609375,831.5145133583849,803.2998462002181,827.7589523824207,26139105,SBIN.NS,4,12.559314145339272,830.8353002220166,742.4219141334521,55.61455783715198,151.90302178148158,18.08933637704718,778.7877176920573,775.7720448811849
2024-11-08,3883.3896484375,3904.693510145229,3855.905234302243,3890.8811162907673,1648039,TCS.NS,4,-35.394548989833766,3923.196250293316,3697.865029003559,48.60430353826661,13.516417243548284,6.683005162233924,3863.9185139973956,4010.3519694010415
2024-11-11,1170.0001220703125,1175.795218429766,1141.9740242453895,1151.0163455380018,6620678,AXISBANK.NS,0,-6.697993709666207,1198.8400463814896,1133.7814379935103,48.59862275744762,-44.385352604706426,17.89348648452429,1170.6428751627604,1185.8590311686198
2024-11-11,857.1942138671875,865.2017460745226,849.8660612419557,851.4918803256005,24565362,HDFCBANK.NS,0,8.376600766533898,865.7779071289016,813.3360760253953,57.60378297680151,105.84312862385892,30.4589812306586,829.8804117838541,820.4185811360677
2024-11-11,2421.271240234375,2444.4530163003965,2405.7194291168203,2438.7183808715204,1175577,HINDUNILVR.NS,0,-71.8371722398806,2684.8702929408164,2308.2081738560582,38.461139697068205,-81.65680751515056,44.905606028716434,2573.0377522786457,2662.251786295573
2024-11-11,1259.5810546875,1266.130494449298,1237.1044608620273,1252.3369021242906,8387780,ICICIBANK.NS,0,5.7944211716026075,1314.7393141367702,1214.2220261952612,51.91635871871268,-5.274916947356532,5.179631035360717,1255.0211588541667,1247.0369262695312
2024-11-11,1768.367431640625,1775.8778590726738,1732.669314114394,1738.8011800020988,3804234,INFY.NS,0,-16.883409443390747,1844.6734030813566,1642.152890863956,52.402344808360255,-10.295482521651016,0.3674194153332817,1765.1199259440104,1780.4230712890626
2024-11-11,423.3009643554688,427.3391565747761,420.771556524025,424.2772299880931,5700343,ITC.NS,0,-4.815183284568093,441.2966896449208,418.5913535679698,44.13908834360032,-95.54558776940635,35.33746972520809,435.6640696207683,443.8883926391602
2024-11-11,3560.5419921875,3592.0867168961845,3538.1220161506803,3577.36907123832,926127,LT.NS,0,17.000337981759003,3673.2421397397047,3260.1081288149826,52.16628297011364,90.39616812179564,3.381019173422786,3465.8452392578124,3530.542342122396
2024-11-11,1261.802978515625,1274.9891511168566,1256.151830843746,1267.9994654475693,9056552,RELIANCE.NS,0,-31.490482819761382,1369.3024853956335,1269.5484911668664,34.19231423115407,-160.7954913835066,51.99071904445971,1342.0649698893228,1409.8549682617188
2024-11-11,816.2515869140625,822.366348312754,810.8108492732305,814.662682286405,12621337,SBIN.NS,0,12.880145312538389,834.4400239786889,742.9097562947486,56.33632027178773,138.76955677295047,18.089336377047175,780.2321533203125,776.342598470052
2024-11-11,3931.8037109375,3965.140379367605,3855.9054977183528,3865.785145970524,1406487,TCS.NS,0,-23.822153631811034,3936.9267350409614,3690.887864568414,51.163823053228484,52.423507263704956,17.041825958929106,3860.8122395833334,4007.127490234375
2024-11-12,1157.1611328125,1185.9864747171694,1152.8148714727597,1170.6496057768486,9606088,AXISBANK.NS,1,-6.878451829310279,1198.7361738403986,1134.3149492064765,47.107363460314836,-25.63624229916819,10.724731016411559,1168.176652018229,1185.9406290690104
2024-11-12,833.8509521484375,861.4162973605047,829.2163253609564,859.9603824917264,31395406,HDFCBANK.NS,1,6.797139952857947,864.6174445228193,816.1514214439777,52.16616133477387,44.3143872180574,4.221013214973668,829.6563598632813,821.1194407145182
2024-11-12,2392.548828125,2427.005760537496,2387.202893306927,2425.11043110781,1624222,HINDUNILVR.NS,1,-71.33259889567353,2656.9195520195153,2308.169705792985,36.962094354407455,-87.56957237268871,48.169756280549045,2558.04404296875,2658.2098388671875
2024-11-12,1260.8709716796875,1285.084164724792,1254.817703702316,1266.3785236970411,13486168,ICICIBANK.NS,1,4.686277263591819,1314.762945236418,1215.6968325956132,52.07343809494296,35.59560014569969,4.739185570474553,1254.941768391927,1248.603173828125
2024-11-12,1776.638427734375,1788.2367269114477,1769.223045604574,1778.8249314544848,5012450,INFY.NS,1,-11.864053448766981,1831.8522053897868,1648.4673746883382,53.08642425352609,18.43618263296949,4.000359623162511,1765.573575846354,1780.8190897623697
